FIRST,LAST,ATHLETE_ID,ATHLETE_NUM,POSITION,GUARD,DATE,TIMEPOINT,TP1,ACTIVITY_TYPE,PRACTICE_LAG,PLAYERLOAD,PL_MIN,TRIMP,IMA_A,IMA_D,IMA_L,IMA_R,EXP_EFF,IMA_JUMP_HIGH,JUMPS_TOTAL,EXP_RATIO,PERC_EXP_EFF,AVG_MINS,MIN_DEV,MINUTE,FG_PERC,FG_MADE,FG_TOTAL,FG_MISSED,X3PT_PERC,X3PT_MADE,X3PT_TOT,FT_PERC,FT_MADE,FT_TOTAL,FT_MISSED,ORB,DRB,REBOUND,FOULS,ASSIST,TURNOVER,BLOCKS,STEALS,POINTS,EFFICIENCY
Paula,Suarez,PS3,3,1,1,12/8/23,27,26,0,1,370.04805,3.7712,126.72067,4,0,3,0,9,2,98,0.24321,7.9646,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/9/23,28,27,1,0,467.64938,3.83609,259.94433,4,5,6,2,17,0,96,0.36352,11.18421,25.33,-9.33,16,0,0,4,4,0,0,2,0,0,0,0,1,4,5,0,6,3,0,1,0,5
Paula,Suarez,PS3,3,1,1,12/12/23,29,28,0,5,613.22299,3.78884,352.88433,13,7,8,3,35,4,89,0.57075,20.71006,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/13/23,30,29,0,4,559.37301,3.63541,281.07817,5,1,3,5,19,5,70,0.33967,13.57143,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/15/23,31,30,0,3,448.72438,3.37496,245.751,5,0,4,1,12,2,49,0.26742,11.32075,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/16/23,32,31,0,2,228.93373,2.58316,124.48267,2,2,1,4,9,0,11,0.39313,18.75,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/17/23,33,32,0,1,226.71178,2.87354,106.20967,0,0,0,2,3,1,80,0.13233,4.28571,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/18/23,34,33,1,0,356.62785,3.54224,235.77358,6.5,4,6.5,3.5,21.5,2,160,0.60287,16.22642,25.33,-9.33,16,0,0,4,4,0,0,1,100,2,2,0,1,1,2,5,2,3,1,0,2,0
Paula,Suarez,PS3,3,1,1,12/20/23,35,34,0,2,416.70069,2.95237,283.39917,6,2,9,4,26,5,25,0.62395,20.3125,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/21/23,36,35,0,1,333.64666,2.79429,162.63917,4,4,4,3,15,0,43,0.44958,13.04348,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/22/23,37,36,1,0,687.55865,5.24396,477.12983,5,5,17,11,43,5,100,0.6254,18.14346,25.33,5.67,31,54.55,6,11,5,50,1,2,75,3,4,1,0,0,0,1,2,2,1,1,16,12
Paula,Suarez,PS3,3,1,1,12/27/23,38,37,0,3,657.7802,4.65143,487.91067,3,5,9,6,28,5,73,0.42567,16.86747,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/28/23,39,38,0,2,265.98536,2.87912,129.5695,1,1,1,0,3,0,25,0.11279,6.97674,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/29/23,40,39,0,1,391.44144,2.59466,227.74633,2,7,3,4,18,2,54,0.45984,17.30769,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,12/30/23,41,40,1,0,422.07378,3.58106,237.3655,4,2,3,5,14,0,130,0.3317,12.2807,25.33,-4.33,21,33.33,1,3,2,0,0,1,0,0,0,0,1,1,2,1,1,3,0,1,2,1
Paula,Suarez,PS3,3,1,1,12/31/23,42,41,0,2,330.78262,3.21245,130.831,2,3,2,2,9,0,36,0.27208,12.85714,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/1/24,43,42,0,1,282.1251,2.70873,142.30033,1,1,6,3,12,1,58,0.42534,12,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/2/24,44,43,1,0,449.27297,4.68802,256.82266,5,4,7.5,3.5,21,2,165,0.46742,12.84404,25.33,7.67,33,25,1,4,3,50,1,2,0,0,0,0,0,2,2,3,2,5,0,0,3,-1
Paula,Suarez,PS3,3,1,1,1/4/24,45,44,0,3,629.00722,3.98689,349.04434,5,3,4,2,17,3,67,0.27027,12.14286,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/5/24,46,45,0,2,316.67455,2.71332,190.926,3,2,2,4,11,0,33,0.34736,12.64368,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/6/24,47,46,0,1,345.82537,3.31552,147.36933,1,0,2,0,5,2,103,0.14458,4.34783,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/7/24,48,47,1,0,448.4555,3.70584,272.057,5,5,8,8,27,1,90,0.60207,16.07143,25.33,-9.33,16,50,2,4,2,66.67,2,3,0,0,0,0,1,1,2,1,3,1,0,0,6,8
Paula,Suarez,PS3,3,1,1,1/8/24,49,48,0,2,215.10726,2.5088,101.35633,2,1,0,3,6,0,15,0.27893,13.95349,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/9/24,50,49,0,1,314.59914,2.95612,139.35467,3,1,2,3,9,0,46,0.28608,9.89011,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/10/24,51,50,1,0,174.2662,3.01535,70.50292,1,1,1.5,2,5.5,0,99,0.31561,9.01639,25.33,0.67,26,60,3,5,2,0,0,0,100,2,2,0,0,1,1,1,2,2,0,1,8,8
Paula,Suarez,PS3,3,1,1,1/12/24,52,51,0,4,290.75159,3.74843,136.27967,1,3,1,2,7,0,64,0.24076,7.14286,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/13/24,53,52,0,3,368.11863,4.33973,180.27167,1,1,2,3,7,0,67,0.19016,6.14035,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/15/24,54,53,0,2,427.12133,3.73231,264.9755,5,6,9,7,28,1,36,0.65555,19.04762,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/16/24,55,54,0,1,430.75685,3.81107,199.92967,4,1,5,2,13,1,75,0.30179,9.92366,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/17/24,56,55,1,0,456.84804,4.284,260.04666,4.5,3.5,2.5,6,18.5,4,201,0.40495,11.38462,25.33,-0.33,25,66.67,6,9,3,50,1,2,0,0,0,0,1,3,4,3,3,5,0,2,13,14
Paula,Suarez,PS3,3,1,1,1/19/24,57,56,0,2,293.21799,3.30861,153.6175,0,3,3,1,8,1,67,0.27283,10.25641,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/20/24,58,57,0,1,278.11138,2.98999,127.26617,1,2,2,4,9,0,54,0.32361,10.58824,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/21/24,59,58,1,0,344.24753,3.59611,188.58258,5,4,3.5,1.5,14.5,1,153,0.42121,12.5,25.33,-3.33,22,100,2,2,0,100,1,1,50,1,2,1,0,2,2,0,5,1,0,1,6,12
Paula,Suarez,PS3,3,1,1,1/22/24,60,59,0,2,122.78689,2.11814,48.02083,2,1,17,18,38,0,14,3.09479,46.34146,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/23/24,61,60,0,1,305.67697,2.50875,152.08233,3,2,1,3,10,1,52,0.32714,12.19512,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/24/24,62,61,1,0,620.79219,4.99756,402.23516,12,11,15,13,52,1,90,0.83764,23.31839,25.33,5.67,31,20,1,5,4,0,0,2,50,1,2,1,1,6,7,1,2,1,0,1,3,7
Paula,Suarez,PS3,3,1,1,1/26/24,63,62,0,2,226.32434,3.09034,110.06967,1,1,2,0,4,0,21,0.17674,11.11111,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/27/24,64,63,0,1,249.40359,2.83217,120.667,1,1,3,1,6,0,45,0.24057,8.69565,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/28/24,65,64,1,0,389.29087,4.99296,214.95942,6,6,6,3,22.5,3,149,0.57797,15.625,25.33,7.67,33,37.5,3,8,5,33.33,1,3,75,3,4,1,0,5,5,1,2,2,0,1,10,10
Paula,Suarez,PS3,3,1,1,1/30/24,66,65,0,1,305.0953,3.93887,110.73567,4,1,6,2,13,0,40,0.4261,16.4557,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,1/31/24,67,66,1,0,781.00092,5.90883,520.84283,10,6,11,17,48,4,165,0.6146,14.72393,25.33,12.67,38,28.57,2,7,5,0,0,0,0,0,0,0,0,3,3,0,2,6,1,4,4,3
Paula,Suarez,PS3,3,1,1,2/3/24,69,68,1,0,524.09083,5.52452,375.97267,13,4,8,10,38,3,44,0.72507,22.22222,25.33,9.67,35,50,2,4,2,50,1,2,50,1,2,1,0,2,2,4,6,4,0,2,6,9
Paula,Suarez,PS3,3,1,1,2/5/24,70,69,0,3,205.43083,3.14542,83.36633,1,2,3,1,7,0,30,0.34075,14.58333,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/6/24,71,70,0,2,140.29024,2.44547,93.97,0,2,2,4,8,0,11,0.57025,22.85714,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/7/24,72,71,0,1,385.59853,3.10532,199.06983,1,5,7,3,20,4,59,0.51867,15.74803,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/8/24,73,72,1,0,444.79553,4.32406,267.94108,5.5,4.5,7.5,4.5,22.5,1,158,0.50585,15.46392,25.33,12.67,38,27.27,3,11,8,40,2,5,0,0,0,0,0,1,1,1,3,3,0,1,8,2
Paula,Suarez,PS3,3,1,1,2/9/24,74,73,0,2,261.00638,4.28369,100.82167,3,0,3,4,12,2,25,0.45976,22.64151,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/10/24,75,74,0,1,387.62179,3.87365,174.8265,3,5,3,1,12,0,77,0.30958,8.75912,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/11/24,76,75,1,0,587.1786,4.28717,340.30933,9,4,6,6,26,1,128,0.4428,12.68293,25.33,-0.33,25,50,3,6,3,66.67,2,3,100,2,2,0,0,2,2,1,2,1,0,2,10,12
Paula,Suarez,PS3,3,1,1,2/16/24,80,79,0,1,244.86264,2.93957,101.62466,2,3,2,0,7,0,41,0.28587,10.29412,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/17/24,81,80,1,0,473.33715,4.60855,276.27117,3.5,6,3,2.5,15.5,1,157,0.32746,11.52416,25.33,10.67,36,50,6,12,6,80,4,5,0,0,0,0,0,4,4,0,6,2,0,2,16,20
Paula,Suarez,PS3,3,1,1,2/19/24,82,81,0,2,153.14492,1.55329,101.1205,3,1,2,3,9,0,30,0.58768,17.30769,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/21/24,84,83,1,0,394.59948,4.13969,238.38233,0.5,0.5,0,0.5,2,1,75,0.05068,4.65116,25.33,2.67,28,37.5,3,8,5,0,0,2,0,0,0,0,0,4,4,1,4,1,0,0,6,8
Paula,Suarez,PS3,3,1,1,2/23/24,85,84,0,1,251.06094,1.5362,196.1035,1,0,3,3,7,0,28,0.27882,20,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/24/24,86,85,1,0,630.4991,4.86363,396.2015,4,4,7,4,21,2,79,0.33307,12.57485,25.33,8.67,34,0,0,4,4,0,0,2,100,2,2,0,1,1,2,2,4,1,1,4,2,8
Paula,Suarez,PS3,3,1,1,2/26/24,87,86,0,2,120.91579,1.52822,82.92633,0,0,0,0,0,0,4,0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/27/24,88,87,0,1,281.29641,4.17767,87.19217,0,0,0,0,0,0,51,0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula,Suarez,PS3,3,1,1,2/28/24,89,88,1,0,431.02427,2.3878,225.56267,6.5,2,3,4,16,1,242,0.37121,10,25.33,-6.33,19,50,2,4,2,0,0,2,0,0,0,0,0,1,1,2,3,5,1,1,4,3
Sonia,Smith,SS4,4,1,1,11/4/23,1,0,0,2,552.6271,5.19642,223.22033,8,3,3,3,27,10,61,0.48858,19.56522,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/5/23,2,1,0,1,175.61531,2.72369,69.39617,1,0,0,1,2,0,29,0.11389,4.54545,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/6/23,3,2,1,0,436.06522,4.55142,97.27042,2.5,5.5,2,1,17,12,150,0.38985,14.28571,30.69,-8.69,22,38.46,5,13,8,33.33,2,6,0,0,0,0,2,1,3,0,4,1,0,2,12,12
Sonia,Smith,SS4,4,1,1,11/8/23,4,3,0,1,310.99289,3.91684,111.9755,0,1,3,0,12,8,50,0.38586,14.11765,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/9/23,5,4,1,0,514.39549,4.44487,194.33667,2.5,6,4,4,24,15,161,0.46657,16.38225,30.69,-8.69,22,42.86,3,7,4,0,0,2,100,4,4,0,0,0,0,3,4,5,0,2,10,7
Sonia,Smith,SS4,4,1,1,11/12/23,8,7,1,0,845.16617,6.26989,280.61733,8,9,7,5,42,13,102,0.49694,17.72152,30.69,0.31,31,50,6,12,6,50,1,2,100,3,3,0,1,2,3,2,3,2,0,1,16,15
Sonia,Smith,SS4,4,1,1,11/15/23,10,9,1,0,544.92412,5.76987,178.41042,4,4,3.5,2,23,19,159,0.42208,14.28571,30.69,1.31,32,46.15,6,13,7,50,3,6,0,0,0,0,1,5,6,4,3,2,0,0,15,15
Sonia,Smith,SS4,4,1,1,11/17/23,11,10,0,1,620.5571,4.65308,197.26133,6,5,4,2,35,18,69,0.56401,23.17881,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/18/23,12,11,1,0,400.03152,3.87248,148.872,3,2.5,3,1,17.5,16,151,0.43747,16.43192,30.69,-15.69,15,62.5,5,8,3,0,0,2,50,2,4,2,0,1,1,1,4,2,0,0,12,10
Sonia,Smith,SS4,4,1,1,11/20/23,13,12,0,2,434.13698,4.46908,129.06533,10,3,9,5,30,3,56,0.69103,22.55639,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/21/23,14,13,0,1,291.60039,5.64674,83.686,3,3,0,1,18,11,46,0.61728,27.27273,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/22/23,15,14,1,0,923.17578,6.99643,324.23967,8,9,8,7,54,22,114,0.58494,20,30.69,4.31,35,38.89,7,18,11,0,0,4,57.14,4,7,3,4,4,8,0,6,2,0,2,18,18
Sonia,Smith,SS4,4,1,1,11/24/23,16,15,0,2,568.8104,4.40916,171.62,3,5,7,8,33,10,51,0.58016,24.26471,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/25/23,17,16,0,1,323.93867,3.60236,97.46867,1,2,1,1,7,2,75,0.21609,8.04598,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/26/23,18,17,1,0,628.19586,5.35061,218.53133,6,9,9,4,47,19,89,0.74817,25.68306,30.69,-4.69,26,28.57,4,14,10,20,1,5,50,1,2,1,0,3,3,1,1,3,0,0,10,0
Sonia,Smith,SS4,4,1,1,11/28/23,19,18,0,5,159.71605,1.65563,108.96617,1,1,0,0,3,1,14,0.18783,25,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/29/23,20,19,0,4,457.91917,4.17362,240.47117,4,4,3,4,17,2,17,0.37124,17.34694,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,11/30/23,21,20,0,3,325.03359,5.52443,126.74083,2,1,2,0,6,1,51,0.1846,7.05882,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/1/23,22,21,0,2,129.64151,3.23231,47.65717,0,0,0,0,4,4,25,0.30854,13.7931,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/2/23,23,22,0,1,392.49533,5.45015,117.5995,2,2,6,2,22,10,139,0.56052,12.08791,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/3/23,24,23,1,0,982.00479,6.92583,452.8925,20,8,17,9,76,22,132,0.77393,23.45679,30.69,7.31,38,38.89,7,18,11,25,1,4,66.67,6,9,3,1,2,3,4,4,6,0,3,21,11
Sonia,Smith,SS4,4,1,1,12/6/23,25,24,0,3,442.2525,5.16924,183.52267,0,4,4,5,24,11,69,0.54268,19.2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/8/23,27,26,0,1,456.63949,4.65367,150.52533,1,1,2,0,13,9,103,0.28469,11.2069,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/9/23,28,27,1,0,625.96354,5.13473,281.59517,0,7,4,1,20,8,110,0.31951,11.90476,30.69,-6.69,24,27.27,3,11,8,33.33,2,6,100,3,3,0,1,2,3,0,2,0,0,0,11,8
Sonia,Smith,SS4,4,1,1,12/12/23,29,28,0,5,649.44222,4.01263,326.2115,4,10,2,2,26,8,103,0.40034,14.94253,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/13/23,30,29,0,4,706.89634,4.59417,294.88733,4,4,1,3,19,7,83,0.26878,13.28671,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/15/23,31,30,0,3,546.64293,4.11143,244.07317,5,5,1,1,18,6,56,0.32928,15.9292,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/16/23,32,31,0,2,310.81409,3.50706,113.9805,6,3,2,0,11,0,8,0.35391,22,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/17/23,33,32,0,1,322.81755,4.09167,115.732,2,3,1,0,13,7,68,0.4027,14.77273,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/18/23,34,33,1,0,530.24914,5.26674,242.219,4.5,3,3.5,1.5,18.5,12,156,0.34889,13.3574,30.69,-9.69,21,28.57,2,7,5,20,1,5,50,2,4,2,0,1,1,3,1,4,0,0,7,-2
Sonia,Smith,SS4,4,1,1,12/20/23,35,34,0,2,525.6877,3.72455,304.17517,5,4,1,1,18,7,30,0.34241,18.18182,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/21/23,36,35,0,1,533.5846,4.46878,233.83633,2,3,6,6,23,6,44,0.43105,21.2963,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/22/23,37,36,1,0,802.22976,6.11855,479.7535,4,11,7,5,44,17,105,0.54847,18.64407,30.69,1.31,32,40,8,20,12,16.67,1,6,100,3,3,0,3,7,10,1,2,2,1,1,20,20
Sonia,Smith,SS4,4,1,1,12/27/23,38,37,0,3,805.77017,5.69793,391.819,2,1,3,1,35,28,92,0.43437,27.34375,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/28/23,39,38,0,2,380.78711,4.12178,147.16816,3,3,3,2,16,5,33,0.42018,18.18182,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/29/23,40,39,0,1,554.62801,3.67634,249.98967,3,5,2,5,27,12,65,0.48681,19.01408,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,12/30/23,41,40,1,0,600.4594,5.05632,254.52025,3.5,5,3,4.5,24.5,17,166,0.40802,17.13287,30.69,-4.69,26,30,3,10,7,33.33,2,6,0,0,0,0,1,2,3,2,3,1,0,1,8,7
Sonia,Smith,SS4,4,1,1,12/31/23,42,41,0,2,442.80483,4.30036,141.46233,2,2,5,2,12,1,39,0.271,13.48315,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/1/24,43,42,0,1,425.88519,4.08899,160.51867,1,1,2,3,10,3,56,0.23481,10.6383,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/2/24,44,43,1,0,570.96511,5.95783,295.0525,1.5,8.5,4.5,4.5,29,20,193,0.50791,16.06648,30.69,6.31,37,45,9,20,11,33.33,2,6,0,0,0,0,1,3,4,0,2,1,0,1,20,15
Sonia,Smith,SS4,4,1,1,1/4/24,45,44,0,3,884.42822,5.60584,403.57183,11,4,4,2,29,8,85,0.3279,16.38418,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonia,Smith,SS4,4,1,1,1/5/24,46,45,0,2,551.90042,4.72877,234.98567,5,2,5,2,24,10,50,0.43486,21.62162,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
